,Nome,Sobrenome,Nacionalidade,Posição, Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assist,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
1218,Sam,Johnstone,ENG,G,Crystal Palace,Premier League,30,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1219,Paul,Joly, FRA,ZG,Auxerre, Ligue 1,22,2000,10,10,867,9.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,"0,5",19,41,48,"0,00","0,00","0,00","0,00","0,00","0,01","0,03","0,05","0,01","0,05"
1220,Curtis,Jones,ENG,LT,Liverpool,Premier League,22,2001,15,9,834,9.3,1,1,2,1,0,0,2,0,0.6,0.6,0.9,"1,5",27,56,61,"0,11","0,11","0,22","0,11","0,22","0,06","0,10","0,16","0,06","0,16"
1221,Frenkie,de Jong, NED,LT,Barcelona, La Liga,26,1997,28,24,2.084,23.2,2,2,4,2,0,0,2,0,2.3,2.3,2.7,"5,1",78,208,72,"0,09","0,09","0,17","0,09","0,17","0,10","0,12","0,22","0,10","0,22"
1222,Joan,Jordán, ESP,LT,Sevilla, La Liga,28,1994,22,19,1.563,17.4,0,1,1,0,0,0,7,0,0.9,0.9,0.6,"1,5",9,122,22,"0,00","0,06","0,06","0,00","0,06","0,05","0,03","0,09","0,05","0,09"
1223,Filip,Jörgensen, DEN,G,Villarreal, La Liga,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1224,Willian,José, BRA,AT,Betis, La Liga,31,1991,25,4,593,6.6,2,0,2,1,1,1,1,0,2.8,2.1,0.6,"2,7",6,13,24,"0,30","0,00","0,30","0,15","0,15","0,43","0,09","0,52","0,32","0,41"
1225,Mateo,Joseph,ENG,"AT,LT",Leeds United,Premier League,19,2003,3,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0,0,2,"0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,40","0,40","0,40"
1226,Diogo,Jota, POR,AT,Liverpool,Premier League,26,1996,19,11,996,11.1,5,4,9,5,0,0,2,0,5.5,5.5,2.1,"7,6",30,28,89,"0,45","0,36","0,81","0,45","0,81","0,50","0,19","0,69","0,50","0,69"
1227,Stevan,Jovetić, MNE,"AT,LT",Hertha BSC, Bundesliga,33,1989,15,6,712,7.9,3,2,5,3,0,0,0,0,2.0,2.0,1.1,"3,0",11,34,34,"0,38","0,25","0,63","0,38","0,63","0,25","0,14","0,38","0,25","0,38"
1228,Luka,Jović, SRB,"AT,LT",Fiorentina, Serie A,25,1997,29,15,1.399,15.5,4,3,7,4,0,1,2,0,6.0,5.2,1.5,"6,7",7,25,72,"0,26","0,19","0,45","0,26","0,45","0,39","0,10","0,48","0,33","0,43"
1229,Christopher,Jullien, FRA,ZG,Montpellier, Ligue 1,30,1993,28,28,2.515,27.9,0,2,2,0,0,0,5,0,1.8,1.8,1.1,"2,9",2,49,6,"0,00","0,07","0,07","0,00","0,07","0,07","0,04","0,10","0,07","0,10"
1230,Anthony,Jung, GER,"ZG,AT",Werder Bremen, Bundesliga,31,1991,31,30,2.437,27.1,2,5,7,2,0,0,1,0,1.3,1.3,1.5,"2,8",24,64,101,"0,07","0,18","0,26","0,07","0,26","0,05","0,06","0,10","0,05","0,10"
1231,Lago,Junior, CIV,"AT,LT",Mallorca, La Liga,32,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2,0,5,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
1232,Hamed,Junior Traorè, CIV,"AT,LT",Bournemouth,Premier League,23,2000,7,5,427,4.7,0,0,0,0,0,0,0,0,0.9,0.9,1.1,"2,1",19,26,21,"0,00","0,00","0,00","0,00","0,00","0,19","0,24","0,43","0,19","0,43"
1233,Hamed,Junior Traorè, CIV,"LT,AT",Sassuolo, Serie A,23,2000,11,6,591,6.6,0,3,3,0,0,0,1,0,1.0,1.0,1.8,"2,7",14,26,36,"0,00","0,46","0,46","0,00","0,46","0,15","0,27","0,41","0,15","0,41"
1234,Vinicius,Júnior, BRA,AT,Real Madrid, La Liga,22,2000,30,30,2.614,29.0,10,9,19,10,0,0,10,0,10.2,10.2,9.0,"19,2",210,81,461,"0,34","0,31","0,65","0,34","0,65","0,35","0,31","0,66","0,35","0,66"
1235,Josip,Juranović, CRO,ZG,Union Berlin, Bundesliga,27,1995,10,10,900,10.0,2,1,3,1,1,1,0,0,1.5,0.8,1.3,"2,0",11,26,29,"0,20","0,10","0,30","0,10","0,20","0,15","0,13","0,28","0,08","0,20"
1236,James,Justin,ENG,ZG,Leicester City,Premier League,25,1998,14,14,1.252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,"0,6",20,47,50,"0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,05","0,02","0,05"
1237,Mathias,Jørgensen, DEN,ZG,Brentford,Premier League,33,1990,16,10,1.000,11.1,0,0,0,0,0,0,1,0,0.8,0.8,0.1,"0,9",1,33,1,"0,00","0,00","0,00","0,00","0,00","0,07","0,00","0,08","0,07","0,08"
1238,Ozan,Kabak, TUR,ZG,Hoffenheim, Bundesliga,23,2000,27,25,2.151,23.9,2,2,4,2,0,0,12,2,1.3,1.3,1.3,"2,6",21,68,13,"0,08","0,08","0,17","0,08","0,17","0,05","0,06","0,11","0,05","0,11"
1239,Issa,Kaboré, BFA,ZG,Marseille, Ligue 1,22,2001,19,8,868,9.6,1,0,1,1,0,0,1,0,0.8,0.8,0.8,"1,6",30,50,102,"0,10","0,00","0,10","0,10","0,10","0,08","0,09","0,17","0,08","0,17"
1240,Abdoul,Kader Bamba, FRA,"AT,LT",Nantes, Ligue 1,28,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.1,0.1,0.0,"0,1",1,3,12,"0,00","0,00","0,00","0,00","0,00","0,11","0,04","0,15","0,11","0,15"
1241,Pavel,Kadeřábek, CZE,ZG,Hoffenheim, Bundesliga,31,1992,26,17,1.665,18.5,1,1,2,1,0,0,1,0,1.3,1.3,1.7,"3,1",30,61,114,"0,05","0,05","0,11","0,05","0,11","0,07","0,09","0,17","0,07","0,17"
1242,Tino,Kadewere, ZIM,"AT,LT",Mallorca, La Liga,27,1996,13,4,444,4.9,1,0,1,1,0,0,0,0,1.3,1.3,0.6,"1,9",10,1,23,"0,20","0,00","0,20","0,20","0,20","0,27","0,13","0,39","0,27","0,39"
1243,Florian,Kainz, AUT,"LT,AT",Köln, Bundesliga,30,1992,29,28,2.137,23.7,6,8,14,3,3,3,6,1,5.7,3.3,7.3,"10,6",56,146,134,"0,25","0,34","0,59","0,13","0,46","0,24","0,31","0,55","0,14","0,45"
1244,Gaël,Kakuta, COD,AT,Lens, Ligue 1,31,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2,1,1,"0,00","0,00","0,00","0,00","0,00","0,19","0,00","0,19","0,19","0,19"
1245,Sasa,Kalajdzic, AUT,AT,Wolves,Premier League,25,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,"0,3",0,0,1,"0,00","0,00","0,00","0,00","0,00","0,53","0,00","0,53","0,53","0,53"
1246,Sasa,Kalajdzic, AUT,AT,Stuttgart, Bundesliga,25,1997,3,3,233,2.6,0,3,3,0,0,0,1,0,0.5,0.5,0.6,"1,1",0,4,13,"0,00","1,16","1,16","0,00","1,16","0,19","0,24","0,44","0,19","0,44"
1247,Arnaud,Kalimuendo, FRA,AT,Rennes, Ligue 1,21,2002,27,24,1.818,20.2,7,3,10,7,0,0,0,0,7.5,7.5,2.4,"9,9",35,31,191,"0,35","0,15","0,50","0,35","0,50","0,37","0,12","0,49","0,37","0,49"
1248,Yayah,Kallon, SLE,"LT,AT",Hellas Verona, Serie A,21,2001,22,8,860,9.6,1,1,2,1,0,0,1,0,1.7,1.7,1.5,"3,2",33,22,64,"0,10","0,10","0,21","0,10","0,21","0,17","0,16","0,33","0,17","0,33"
1249,Gedeon,Kalulu, COD,ZG,Lorient, Ligue 1,25,1997,25,24,2.159,24.0,0,3,3,0,0,0,5,0,0.6,0.6,1.3,"1,8",57,103,65,"0,00","0,13","0,13","0,00","0,13","0,02","0,05","0,08","0,02","0,08"
1250,Pierre,Kalulu, FRA,ZG,Milan, Serie A,22,2000,32,25,2.453,27.3,1,0,1,1,0,0,4,0,1.5,1.5,1.2,"2,7",50,135,36,"0,04","0,00","0,04","0,04","0,04","0,06","0,04","0,10","0,06","0,10"
1251,Justin-Noël,Kalumba, FRA,ZG,Angers, Ligue 1,18,2004,6,6,464,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,"0,2",6,9,29,"0,00","0,00","0,00","0,00","0,00","0,01","0,02","0,04","0,01","0,04"
1252,Daichi,Kamada, JPN,"LT,AT",Eint Frankfurt, Bundesliga,26,1996,29,22,2.001,22.2,7,4,11,5,2,2,3,0,7.7,6.1,2.7,"8,8",39,134,88,"0,31","0,18","0,49","0,22","0,40","0,35","0,12","0,47","0,27","0,40"
1253,Waren,Kamanzi, NOR,ZG,Toulouse, Ligue 1,22,2000,8,5,459,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,"0,2",11,18,13,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,05","0,03","0,05"
1254,Bingourou,Kamara, SEN,G,Montpellier, Ligue 1,26,1996,5,4,408,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1255,Boubacar,Kamara, FRA,LT,Aston Villa,Premier League,23,1999,21,19,1.574,17.5,0,1,1,0,0,0,4,0,0.2,0.2,0.8,"1,0",14,80,8,"0,00","0,06","0,06","0,00","0,06","0,01","0,05","0,06","0,01","0,06"
1256,Jakub,Kamiński, POL,"AT,LT",Wolfsburg, Bundesliga,20,2002,28,22,1.823,20.3,2,2,4,2,0,0,0,0,4.4,4.1,3.3,"7,5",42,73,156,"0,10","0,10","0,20","0,10","0,20","0,21","0,16","0,38","0,20","0,37"
1257,Marcin,Kamiński, POL,ZG,Schalke 04, Bundesliga,31,1992,6,5,452,5.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,"0,2",2,14,2,"0,20","0,00","0,20","0,20","0,20","0,04","0,01","0,05","0,04","0,05"
1258,Kevin,Kampl, SVN,LT,RB Leipzig, Bundesliga,32,1990,27,16,1.285,14.3,2,2,4,2,0,0,8,0,1.1,1.1,0.9,"2,1",19,75,13,"0,14","0,14","0,28","0,14","0,28","0,08","0,07","0,14","0,08","0,14"
1259,Nordine,Kandil, FRA,"LT,AT",Strasbourg, Ligue 1,21,2001,7,0,101,1.1,0,1,1,0,0,0,0,0,0.2,0.2,0.8,"0,9",9,6,9,"0,00","0,89","0,89","0,00","0,89","0,14","0,70","0,84","0,14","0,84"
1260,Harry,Kane,ENG,AT,Tottenham,Premier League,29,1993,35,35,3.135,34.8,26,3,29,22,4,5,5,0,19.2,15.3,6.8,"22,1",56,169,183,"0,75","0,09","0,83","0,63","0,72","0,55","0,20","0,75","0,44","0,63"
1261,Wilfried,Kanga, CIV,AT,Hertha BSC, Bundesliga,25,1998,23,15,1.417,15.7,2,0,2,2,0,0,3,0,3.3,3.3,1.5,"4,8",11,12,72,"0,13","0,00","0,13","0,13","0,13","0,21","0,09","0,31","0,21","0,31"
1262,Lee,Kangin, KOR,"LT,AT",Mallorca, La Liga,22,2001,32,29,2.498,27.8,6,4,10,6,0,0,7,0,4.8,4.8,4.5,"9,3",87,84,124,"0,22","0,14","0,36","0,22","0,36","0,17","0,16","0,34","0,17","0,34"
1263,N'Golo,Kanté, FRA,LT,Chelsea,Premier League,32,1991,7,6,518,5.8,0,1,1,0,0,0,1,0,0.3,0.3,1.9,"2,2",19,34,36,"0,00","0,17","0,17","0,00","0,17","0,05","0,32","0,38","0,05","0,38"
1264,Kenan,Karaman, TUR,AT,Schalke 04, Bundesliga,29,1994,18,8,780,8.7,1,2,3,1,0,0,2,0,2.3,2.3,1.3,"3,6",17,16,44,"0,12","0,23","0,35","0,12","0,35","0,27","0,15","0,42","0,27","0,42"
1265,Yann,Karamoh, FRA,"LT,AT",Torino, Serie A,24,1998,17,5,530,5.9,3,0,3,3,0,0,2,0,2.6,2.6,0.2,"2,8",16,6,53,"0,51","0,00","0,51","0,51","0,51","0,44","0,04","0,48","0,44","0,48"
1266,Atakan,Karazor, GER,LT,Stuttgart, Bundesliga,26,1996,26,19,1.705,18.9,0,1,1,0,0,0,10,0,0.3,0.3,0.6,"0,9",4,66,9,"0,00","0,05","0,05","0,00","0,05","0,01","0,03","0,05","0,01","0,05"
1267,Ayman,Kari, FRA,"LT,ZG",Lorient, Ligue 1,18,2004,2,0,38,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,"0,5",1,3,1,"0,00","0,00","0,00","0,00","0,00","1,14","0,07","1,21","1,14","1,21"
1268,Jon,Karrikaburu, ESP,AT,Real Sociedad, La Liga,20,2002,6,0,93,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,"0,6",2,4,2,"0,00","0,00","0,00","0,00","0,00","0,28","0,31","0,60","0,28","0,60"
1269,Rick,Karsdorp, NED,ZG,Roma, Serie A,28,1995,13,8,711,7.9,0,0,0,0,0,0,0,0,0.3,0.3,1.2,"1,5",16,24,33,"0,00","0,00","0,00","0,00","0,00","0,03","0,15","0,19","0,03","0,19"
1270,Denso,Kasius, NED,ZG,Bologna, Serie A,20,2002,7,4,342,3.8,0,2,2,0,0,0,1,0,0.1,0.1,0.7,"0,8",9,9,21,"0,00","0,53","0,53","0,00","0,53","0,03","0,18","0,21","0,03","0,21"
1271,Thomas,Kastanaras, GRE,"AT,ZG",Stuttgart, Bundesliga,20,2003,4,1,72,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,"0,3",1,2,6,"0,00","0,00","0,00","0,00","0,00","0,32","0,08","0,40","0,32","0,40"
1272,Grigoris,Kastanos, CYP,"LT,ZG",Salernitana, Serie A,25,1998,24,10,1.023,11.4,1,1,2,1,0,0,3,0,1.5,1.5,0.6,"2,1",20,38,47,"0,09","0,09","0,18","0,09","0,18","0,13","0,05","0,18","0,13","0,18"
1273,Silas,Katompa, COD,"AT,LT",Stuttgart, Bundesliga,24,1998,27,20,1.767,19.6,5,2,7,4,1,1,4,0,6.5,5.7,1.2,"6,9",61,37,147,"0,25","0,10","0,36","0,20","0,31","0,33","0,06","0,39","0,29","0,35"
1274,Moise,Kean, ITA,AT,Juventus, Serie A,23,2000,24,10,871,9.7,6,0,6,6,0,0,5,1,6.0,6.0,1.1,"7,2",24,11,66,"0,62","0,00","0,62","0,62","0,62","0,62","0,12","0,74","0,62","0,74"
1275,Michael,Keane,ENG,ZG,Everton,Premier League,30,1993,11,10,923,10.3,1,1,2,1,0,0,0,0,1.3,1.3,0.3,"1,6",2,27,3,"0,10","0,10","0,20","0,10","0,20","0,13","0,03","0,16","0,13","0,16"
1276,Neeskens,Kebano, COD,AT,Fulham,Premier League,31,1992,16,9,751,8.3,0,3,3,0,0,0,0,0,0.5,0.5,1.5,"2,0",38,24,67,"0,00","0,36","0,36","0,00","0,36","0,06","0,18","0,24","0,06","0,24"
1277,Kévin,Keben Biakolo, CMR,ZG,Toulouse, Ligue 1,19,2004,11,4,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,"0,2",5,5,18,"0,00","0,00","0,00","0,00","0,00","0,01","0,05","0,06","0,01","0,06"
1278,Thilo,Kehrer, GER,ZG,West Ham,Premier League,26,1996,25,24,2.095,23.3,0,2,2,0,0,0,4,0,0.4,0.4,0.6,"1,1",15,56,29,"0,00","0,09","0,09","0,00","0,09","0,02","0,03","0,05","0,02","0,05"
1279,Check,Keita, FRA,ZG,Reims, Ligue 1,20,2003,8,7,606,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,"0,2",7,18,0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
1280,Naby,Keïta, GUI,LT,Liverpool,Premier League,28,1995,8,3,293,3.3,0,0,0,0,0,0,1,0,0.6,0.6,0.7,"1,4",5,15,21,"0,00","0,00","0,00","0,00","0,00","0,20","0,22","0,41","0,20","0,41"
1281,Yannik,Keitel, GER,LT,Freiburg, Bundesliga,23,2000,20,6,550,6.1,0,2,2,0,0,0,4,0,0.1,0.1,0.1,"0,2",11,22,13,"0,00","0,33","0,33","0,00","0,33","0,01","0,02","0,03","0,01","0,03"
1282,Lloyd,Kelly,ENG,ZG,Bournemouth,Premier League,24,1998,20,20,1.770,19.7,0,2,2,0,0,0,3,0,0.2,0.2,0.4,"0,6",11,39,3,"0,00","0,10","0,10","0,00","0,10","0,01","0,02","0,03","0,01","0,03"
1283,Marc-Oliver,Kempf, GER,ZG,Hertha BSC, Bundesliga,28,1995,29,29,2.529,28.1,1,0,1,1,0,0,5,0,1.5,1.5,0.3,"1,8",10,76,1,"0,04","0,00","0,04","0,04","0,04","0,05","0,01","0,06","0,05","0,06"
1284,Jonjoe,Kenny,ENG,ZG,Hertha BSC, Bundesliga,26,1997,26,22,1.974,21.9,0,1,1,0,0,0,2,0,0.3,0.3,2.1,"2,3",26,83,51,"0,00","0,05","0,05","0,00","0,05","0,01","0,09","0,11","0,01","0,11"
1285,Franck,Kessié, CIV,LT,Barcelona, La Liga,26,1996,24,5,791,8.8,1,1,2,1,0,0,4,0,1.2,1.2,0.7,"1,9",13,25,29,"0,11","0,11","0,23","0,11","0,23","0,14","0,08","0,22","0,14","0,22"
1286,Saîf-Eddine,Khaoui, TUN,LT,Clermont Foot, Ligue 1,28,1995,30,21,1.844,20.5,6,3,9,6,0,0,4,0,4.2,4.2,3.6,"7,8",21,67,77,"0,29","0,15","0,44","0,29","0,44","0,20","0,18","0,38","0,20","0,38"
1287,Wahbi,Khazri, TUN,"AT,LT",Montpellier, Ligue 1,32,1991,25,18,1.521,16.9,4,1,5,4,0,0,5,1,3.8,3.8,1.2,"5,1",38,42,87,"0,24","0,06","0,30","0,24","0,30","0,23","0,07","0,30","0,23","0,30"
1288,Rani,Khedira, GER,LT,Union Berlin, Bundesliga,29,1994,30,30,2.612,29.0,1,0,1,1,0,0,7,0,1.6,1.6,0.6,"2,2",12,62,21,"0,03","0,00","0,03","0,03","0,03","0,05","0,02","0,08","0,05","0,08"
1289,Anthony,Khelifa, FRA,ZG,Ajaccio, Ligue 1,17,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1290,Luca,Kilian, GER,ZG,Köln, Bundesliga,23,1999,15,13,1.102,12.2,1,0,1,1,0,0,5,2,1.1,1.1,0.2,"1,3",12,50,4,"0,08","0,00","0,08","0,08","0,08","0,09","0,01","0,11","0,09","0,11"
1291,Max,Kilman,ENG,ZG,Wolves,Premier League,25,1997,35,35,3.150,35.0,0,0,0,0,0,0,3,0,1.2,1.2,0.1,"1,3",28,118,4,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,04","0,03","0,04"
1292,Joshua,Kimmich, GER,LT,Bayern Munich, Bundesliga,28,1995,30,29,2.560,28.4,4,6,10,4,0,0,6,1,1.4,1.4,6.8,"8,3",41,293,53,"0,14","0,21","0,35","0,14","0,35","0,05","0,24","0,29","0,05","0,29"
1293,Presnel,Kimpembe, FRA,ZG,Paris S-G, Ligue 1,27,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.7,0.7,0.2,"0,8",4,40,4,"0,00","0,00","0,00","0,00","0,00","0,08","0,02","0,10","0,08","0,10"
1294,Jakub,Kiwior, POL,ZG,Arsenal,Premier League,23,2000,4,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1295,Jakub,Kiwior, POL,ZG,Spezia, Serie A,23,2000,17,17,1.443,16.0,0,0,0,0,0,0,3,0,0.6,0.6,0.2,"0,8",13,37,6,"0,00","0,00","0,00","0,00","0,00","0,04","0,01","0,05","0,04","0,05"
1296,Simon,Kjær, DEN,ZG,Milan, Serie A,34,1989,15,11,906,10.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,"0,0",0,39,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1297,Mateusz,Klich, POL,"LT,AT",Leeds United,Premier League,32,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,"0,4",5,16,21,"0,00","0,00","0,00","0,00","0,00","0,05","0,06","0,12","0,05","0,12"
1298,Lukas,Klostermann, GER,ZG,RB Leipzig, Bundesliga,26,1996,12,8,743,8.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,"0,5",5,35,11,"0,00","0,00","0,00","0,00","0,00","0,04","0,01","0,06","0,04","0,06"
1299,Justin,Kluivert, NED,"AT,LT",Valencia, La Liga,24,1999,21,11,1.089,12.1,5,0,5,4,1,1,3,0,5.4,4.6,2.0,"6,6",45,23,98,"0,41","0,00","0,41","0,33","0,33","0,44","0,17","0,61","0,38","0,54"
1300,Ansgar,Knauff, GER,ZG,Eint Frankfurt, Bundesliga,21,2002,23,14,1.255,13.9,1,1,2,1,0,0,1,0,0.9,0.9,1.6,"2,5",44,40,73,"0,07","0,07","0,14","0,07","0,14","0,06","0,12","0,18","0,06","0,18"
1301,Robin,Knoche, GER,ZG,Union Berlin, Bundesliga,30,1992,30,30,2.693,29.9,2,1,3,1,1,2,4,0,2.4,0.8,0.4,"1,2",12,93,5,"0,07","0,03","0,10","0,03","0,07","0,08","0,01","0,09","0,03","0,04"
1302,Gregor,Kobel, SUI,G,Dortmund, Bundesliga,25,1997,24,24,2.160,24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1303,Robin,Koch, GER,ZG,Leeds United,Premier League,26,1996,33,33,2.905,32.3,0,0,0,0,0,0,6,0,1.1,1.1,0.1,"1,2",10,97,5,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,04","0,03","0,04"
1304,Dominik,Kohr, GER,LT,Mainz 05, Bundesliga,29,1994,28,25,2.112,23.5,3,0,3,3,0,0,10,0,2.0,2.0,0.9,"2,9",14,140,39,"0,13","0,00","0,13","0,13","0,13","0,09","0,04","0,12","0,09","0,12"
1305,Sead,Kolašinac, BIH,ZG,Marseille, Ligue 1,29,1993,29,23,1.919,21.3,4,1,5,4,0,0,3,0,4.1,4.1,0.9,"5,1",46,96,71,"0,19","0,05","0,23","0,19","0,23","0,19","0,04","0,24","0,19","0,24"
1306,Luca,Koleosho, ITA,"AT,ZG",Espanyol, La Liga,18,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,0,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1307,Randal,Kolo Muani, FRA,AT,Eint Frankfurt, Bundesliga,24,1998,29,28,2.388,26.5,13,10,23,11,2,2,5,1,11.5,10.0,5.8,"15,7",85,52,216,"0,49","0,38","0,87","0,41","0,79","0,43","0,22","0,65","0,38","0,59"
1308,Timothée,Kolodziejczak, FRA,ZG,Schalke 04, Bundesliga,31,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1309,Cheick,Konaté, CIV,ZG,Clermont Foot, Ligue 1,19,2004,9,6,572,6.4,0,0,0,0,0,0,2,0,0.4,0.4,0.2,"0,6",12,21,9,"0,00","0,00","0,00","0,00","0,00","0,06","0,04","0,10","0,06","0,10"
1310,Ibrahima,Konaté, FRA,ZG,Liverpool,Premier League,23,1999,16,15,1.372,15.2,0,0,0,0,0,0,3,0,1.1,1.1,0.1,"1,3",7,51,4,"0,00","0,00","0,00","0,00","0,00","0,08","0,01","0,08","0,08","0,08"
1311,Geoffrey,Kondogbia, CTA,LT,Atlético Madrid, La Liga,30,1993,18,10,997,11.1,0,2,2,0,0,0,5,0,0.7,0.7,0.9,"1,6",6,41,5,"0,00","0,18","0,18","0,00","0,18","0,07","0,08","0,15","0,07","0,15"
1312,Ibrahima,Koné, MLI,AT,Lorient, Ligue 1,23,1999,33,11,1.237,13.7,7,1,8,5,2,2,2,0,4.0,2.4,0.8,"3,2",14,22,80,"0,51","0,07","0,58","0,36","0,44","0,29","0,06","0,35","0,17","0,23"
1313,Kouadio,Koné, FRA,LT,M'Gladbach, Bundesliga,21,2001,28,28,2.459,27.3,1,1,2,1,0,0,11,0,1.2,1.2,1.3,"2,5",51,159,51,"0,04","0,04","0,07","0,04","0,07","0,04","0,05","0,09","0,04","0,09"
1314,Youssouf,Koné, MLI,ZG,Ajaccio, Ligue 1,27,1995,13,12,916,10.2,0,0,0,0,0,0,4,0,0.0,0.0,0.1,"0,1",14,23,16,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
1315,Ezri,Konsa,ENG,ZG,Aston Villa,Premier League,25,1997,35,34,3.052,33.9,0,0,0,0,0,0,5,0,1.1,1.1,1.3,"2,3",7,54,11,"0,00","0,00","0,00","0,00","0,00","0,03","0,04","0,07","0,03","0,07"
1316,Teun,Koopmeiners, NED,LT,Atalanta, Serie A,25,1998,29,28,2.498,27.8,7,3,10,5,2,4,6,0,6.2,2.8,4.0,"6,8",54,165,85,"0,25","0,11","0,36","0,18","0,29","0,22","0,14","0,37","0,10","0,25"
1317,Odilon,Kossonou, CIV,ZG,Leverkusen, Bundesliga,22,2001,24,17,1.523,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.1,"0,3",26,77,16,"0,00","0,06","0,06","0,00","0,06","0,01","0,01","0,02","0,01","0,02"
1318,Filip,Kostić, SRB,"ZG,AT",Juventus, Serie A,30,1992,34,30,2.368,26.3,3,8,11,3,0,0,3,0,2.3,2.3,6.7,"9,0",94,72,201,"0,11","0,30","0,42","0,11","0,42","0,09","0,26","0,34","0,09","0,34"
1319,Filip,Kostić, SRB,"ZG,LT",Eint Frankfurt, Bundesliga,30,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,"0,1",3,4,3,"0,00","0,00","0,00","0,00","0,00","0,03","0,08","0,11","0,03","0,11"
1320,Christian,Kouamé, CIV,AT,Fiorentina, Serie A,25,1997,24,19,1.632,18.1,4,3,7,4,0,0,4,0,4.9,4.9,3.1,"8,0",50,52,195,"0,22","0,17","0,39","0,22","0,39","0,27","0,17","0,44","0,27","0,44"
1321,Rominigue,Kouamé, MLI,LT,Troyes, Ligue 1,26,1996,28,27,2.317,25.7,1,1,2,1,0,0,7,0,1.2,1.2,2.0,"3,2",55,154,34,"0,04","0,04","0,08","0,04","0,08","0,05","0,08","0,13","0,05","0,13"
